# temperatura, humedad relativa, hora -> hcb
(25, 60, 20) -> 8
(25, 60, 21) -> 8
(25, 60, 22) -> 8
(25, 60, 23) -> 8
(25, 65, 0) -> 8
(25, 65, 1) -> 8
(25, 65, 2) -> 8
(25, 65, 3) -> 8
(25, 65, 4) -> 8
(25, 65, 5) -> 8
(25, 65, 6) -> 8
(25, 65, 7) -> 8
(25, 65, 8) -> 8
(25, 65, 9) -> 8
(25, 65, 10) -> 8
(25, 65, 11) -> 8
(25, 65, 12) -> 8
(25, 65, 13) -> 8
(25, 65, 14) -> 8
(25, 65, 15) -> 8
(25, 65, 16) -> 8
(25, 65, 17) -> 8
(25, 65, 18) -> 8
(25, 65, 19) -> 8
(25, 65, 20) -> 8
(25, 65, 21) -> 8
(25, 65, 22) -> 8
(25, 65, 23) -> 8
(25, 70, 0) -> 9
(25, 70, 1) -> 9
(25, 70, 2) -> 9
(25, 70, 3) -> 9
(25, 70, 4) -> 9
(25, 70, 5) -> 9
(25, 70, 6) -> 9
(25, 70, 7) -> 9
(25, 70, 8) -> 9
(25, 70, 9) -> 9
(25, 70, 10) -> 9
(25, 70, 11) -> 9
(25, 70, 12) -> 9
(25, 70, 13) -> 9
(25, 70, 14) -> 9
(25, 70, 15) -> 9
(25, 70, 16) -> 9
(25, 70, 17) -> 9
(25, 70, 18) -> 9
(25, 70, 19) -> 9
(25, 70, 20) -> 9
(25, 70, 21) -> 9
(25, 70, 22) -> 9
(25, 70, 23) -> 9
(25, 75, 0) -> 10
(25, 75, 1) -> 10
(25, 75, 2) -> 10
(25, 75, 3) -> 10
(25, 75, 4) -> 10
(25, 75, 5) -> 10
(25, 75, 6) -> 10
(25, 75, 7) -> 10
(25, 75, 8) -> 10
(25, 75, 9) -> 10
(25, 75, 10) -> 10
(25, 75, 11) -> 10
(25, 75, 12) -> 10
(25, 75, 13) -> 10
(25, 75, 14) -> 10
(25, 75, 15) -> 10
(25, 75, 16) -> 10
(25, 75, 17) -> 10
(25, 75, 18) -> 10
(25, 75, 19) -> 10
(25, 75, 20) -> 10
(25, 75, 21) -> 10
(25, 75, 22) -> 10
(25, 75, 23) -> 10
(25, 80, 0) -> 10
(25, 80, 1) -> 10
(25, 80, 2) -> 10
(25, 80, 3) -> 10
(25, 80, 4) -> 10
(25, 80, 5) -> 10
(25, 80, 6) -> 10
(25, 80, 7) -> 10
(25, 80, 8) -> 10
(25, 80, 9) -> 10
(25, 80, 10) -> 10
(25, 80, 11) -> 10
(25, 80, 12) -> 10
(25, 80, 13) -> 10
(25, 80, 14) -> 10
(25, 80, 15) -> 10
(25, 80, 16) -> 10
(25, 80, 17) -> 10
(25, 80, 18) -> 10
(25, 80, 19) -> 10
(25, 80, 20) -> 10
(25, 80, 21) -> 10
(25, 80, 22) -> 10
(25, 80, 23) -> 10
(25, 85, 0) -> 11
(25, 85, 1) -> 11
(25, 85, 2) -> 11
(25, 85, 3) -> 11
(25, 85, 4) -> 11
(25, 85, 5) -> 11
(25, 85, 6) -> 11
(25, 85, 7) -> 11
(25, 85, 8) -> 11
(25, 85, 9) -> 11
(25, 85, 10) -> 11
(25, 85, 11) -> 11
(25, 85, 12) -> 11
(25, 85, 13) -> 11
(25, 85, 14) -> 11
(25, 85, 15) -> 11
(25, 85, 16) -> 11
(25, 85, 17) -> 11
(25, 85, 18) -> 11
(25, 85, 19) -> 11
(25, 85, 20) -> 11
(25, 85, 21) -> 11
(25, 85, 22) -> 11
(25, 85, 23) -> 11
(25, 90, 0) -> 12
(25, 90, 1) -> 12
(25, 90, 2) -> 12
(25, 90, 3) -> 12
(25, 90, 4) -> 12
(25, 90, 5) -> 12
(25, 90, 6) -> 12
(25, 90, 7) -> 12
(25, 90, 8) -> 12
(25, 90, 9) -> 12
(25, 90, 10) -> 12
(25, 90, 11) -> 12
(25, 90, 12) -> 12
(25, 90, 13) -> 12
(25, 90, 14) -> 12
(25, 90, 15) -> 12
(25, 90, 16) -> 12
(25, 90, 17) -> 12
(25, 90, 18) -> 12
(25, 90, 19) -> 12
(25, 90, 20) -> 12
(25, 90, 21) -> 12
(25, 90, 22) -> 12
(25, 90, 23) -> 12
(25, 95, 0) -> 12
(25, 95, 1) -> 12
(25, 95, 2) -> 12
(25, 95, 3) -> 12
(25, 95, 4) -> 12
(25, 95, 5) -> 12
(25, 95, 6) -> 12
(25, 95, 7) -> 12
(25, 95, 8) -> 12
(25, 95, 9) -> 12
(25, 95, 10) -> 12
(25, 95, 11) -> 12
(25, 95, 12) -> 12
(25, 95, 13) -> 12
(25, 95, 14) -> 12
(25, 95, 15) -> 12
(25, 95, 16) -> 12
(25, 95, 17) -> 12
(25, 95, 18) -> 12
(25, 95, 19) -> 12
(25, 95, 20) -> 12
(25, 95, 21) -> 12
(25, 95, 22) -> 12
(25, 95, 23) -> 12
(25, 100, 0) -> 13
(25, 100, 1) -> 13
(25, 100, 2) -> 13
(25, 100, 3) -> 13
(25, 100, 4) -> 13
(25, 100, 5) -> 13
(25, 100, 6) -> 13
(25, 100, 7) -> 13
(25, 100, 8) -> 13
(25, 100, 9) -> 13
(25, 100, 10) -> 13
(25, 100, 11) -> 13
(25, 100, 12) -> 13
(25, 100, 13) -> 13
(25, 100, 14) -> 13
(25, 100, 15) -> 13
(25, 100, 16) -> 13
(25, 100, 17) -> 13
(25, 100, 18) -> 13
(25, 100, 19) -> 13
(25, 100, 20) -> 13
(25, 100, 21) -> 13
(25, 100, 22) -> 13
(25, 100, 23) -> 13
(30, 0, 0) -> 1
(30, 0, 1) -> 1
(30, 0, 2) -> 1
(30, 0, 3) -> 1
(30, 0, 4) -> 1
(30, 0, 5) -> 1
(30, 0, 6) -> 1
(30, 0, 7) -> 1
(30, 0, 8) -> 1
(30, 0, 9) -> 1
(30, 0, 10) -> 1
(30, 0, 11) -> 1
(30, 0, 12) -> 1
(30, 0, 13) -> 1
(30, 0, 14) -> 1
(30, 0, 15) -> 1
(30, 0, 16) -> 1
(30, 0, 17) -> 1
(30, 0, 18) -> 1
(30, 0, 19) -> 1
(30, 0, 20) -> 1
(30, 0, 21) -> 1
(30, 0, 22) -> 1
(30, 0, 23) -> 1
(30, 5, 0) -> 1
(30, 5, 1) -> 1
(30, 5, 2) -> 1
(30, 5, 3) -> 1
(30, 5, 4) -> 1
(30, 5, 5) -> 1
(30, 5, 6) -> 1
(30, 5, 7) -> 1
(30, 5, 8) -> 1
(30, 5, 9) -> 1
(30, 5, 10) -> 1
(30, 5, 11) -> 1
(30, 5, 12) -> 1
(30, 5, 13) -> 1
(30, 5, 14) -> 1
(30, 5, 15) -> 1
(30, 5, 16) -> 1
(30, 5, 17) -> 1
(30, 5, 18) -> 1
(30, 5, 19) -> 1
(30, 5, 20) -> 1
(30, 5, 21) -> 1
(30, 5, 22) -> 1
(30, 5, 23) -> 1
(30, 10, 0) -> 2
(30, 10, 1) -> 2
(30, 10, 2) -> 2
(30, 10, 3) -> 2
(30, 10, 4) -> 2
(30, 10, 5) -> 2
(30, 10, 6) -> 2
(30, 10, 7) -> 2
(30, 10, 8) -> 2
(30, 10, 9) -> 2
(30, 10, 10) -> 2
(30, 10, 11) -> 2
(30, 10, 12) -> 2
(30, 10, 13) -> 2
(30, 10, 14) -> 2
(30, 10, 15) -> 2
(30, 10, 16) -> 2
(30, 10, 17) -> 2
(30, 10, 18) -> 2
(30, 10, 19) -> 2
(30, 10, 20) -> 2
(30, 10, 21) -> 2
(30, 10, 22) -> 2
(30, 10, 23) -> 2
(30, 15, 0) -> 2
(30, 15, 1) -> 2
(30, 15, 2) -> 2
(30, 15, 3) -> 2
(30, 15, 4) -> 2
(30, 15, 5) -> 2
(30, 15, 6) -> 2
(30, 15, 7) -> 2
(30, 15, 8) -> 2
(30, 15, 9) -> 2
(30, 15, 10) -> 2
(30, 15, 11) -> 2
(30, 15, 12) -> 2
(30, 15, 13) -> 2
(30, 15, 14) -> 2
(30, 15, 15) -> 2
(30, 15, 16) -> 2
(30, 15, 17) -> 2
(30, 15, 18) -> 2
(30, 15, 19) -> 2
(30, 15, 20) -> 2
(30, 15, 21) -> 2
(30, 15, 22) -> 2
(30, 15, 23) -> 2
(30, 20, 0) -> 3
(30, 20, 1) -> 3
(30, 20, 2) -> 3
(30, 20, 3) -> 3
(30, 20, 4) -> 3
(30, 20, 5) -> 3
(30, 20, 6) -> 3
(30, 20, 7) -> 3
(30, 20, 8) -> 3
(30, 20, 9) -> 3
(30, 20, 10) -> 3
(30, 20, 11) -> 3
(30, 20, 12) -> 3
(30, 20, 13) -> 3
(30, 20, 14) -> 3
(30, 20, 15) -> 3
(30, 20, 16) -> 3
(30, 20, 17) -> 3
(30, 20, 18) -> 3
(30, 20, 19) -> 3
(30, 20, 20) -> 3
(30, 20, 21) -> 3
(30, 20, 22) -> 3
(30, 20, 23) -> 3
(30, 25, 0) -> 4
(30, 25, 1) -> 4
(30, 25, 2) -> 4
(30, 25, 3) -> 4
(30, 25, 4) -> 4
(30, 25, 5) -> 4
(30, 25, 6) -> 4
(30, 25, 7) -> 4
(30, 25, 8) -> 4
(30, 25, 9) -> 4
(30, 25, 10) -> 4
(30, 25, 11) -> 4
(30, 25, 12) -> 4
(30, 25, 13) -> 4
(30, 25, 14) -> 4
(30, 25, 15) -> 4
(30, 25, 16) -> 4
(30, 25, 17) -> 4
(30, 25, 18) -> 4
(30, 25, 19) -> 4
(30, 25, 20) -> 4
(30, 25, 21) -> 4
(30, 25, 22) -> 4
(30, 25, 23) -> 4
(30, 30, 0) -> 5
(30, 30, 1) -> 5
(30, 30, 2) -> 5
(30, 30, 3) -> 5
(30, 30, 4) -> 5
(30, 30, 5) -> 5
(30, 30, 6) -> 5
(30, 30, 7) -> 5
(30, 30, 8) -> 5
(30, 30, 9) -> 5
(30, 30, 10) -> 5
(30, 30, 11) -> 5
(30, 30, 12) -> 5
(30, 30, 13) -> 5
(30, 30, 14) -> 5
(30, 30, 15) -> 5
(30, 30, 16) -> 5
(30, 30, 17) -> 5
(30, 30, 18) -> 5
(30, 30, 19) -> 5
(30, 30, 20) -> 5
(30, 30, 21) -> 5
(30, 30, 22) -> 5
(30, 30, 23) -> 5
(30, 35, 0) -> 5
(30, 35, 1) -> 5
(30, 35, 2) -> 5
(30, 35, 3) -> 5
(30, 35, 4) -> 5
(30, 35, 5) -> 5
(30, 35, 6) -> 5
(30, 35, 7) -> 5
(30, 35, 8) -> 5
(30, 35, 9) -> 5
(30, 35, 10) -> 5
(30, 35, 11) -> 5
(30, 35, 12) -> 5
(30, 35, 13) -> 5
(30, 35, 14) -> 5
(30, 35, 15) -> 5
(30, 35, 16) -> 5
(30, 35, 17) -> 5
(30, 35, 18) -> 5
(30, 35, 19) -> 5
(30, 35, 20) -> 5
(30, 35, 21) -> 5
(30, 35, 22) -> 5
(30, 35, 23) -> 5
(30, 40, 0) -> 6
(30, 40, 1) -> 6
(30, 40, 2) -> 6
(30, 40, 3) -> 6
(30, 40, 4) -> 6
(30, 40, 5) -> 6
(30, 40, 6) -> 6
(30, 40, 7) -> 6
(30, 40, 8) -> 6
(30, 40, 9) -> 6
(30, 40, 10) -> 6
(30, 40, 11) -> 6
(30, 40, 12) -> 6
(30, 40, 13) -> 6
(30, 40, 14) -> 6
(30, 40, 15) -> 6
(30, 40, 16) -> 6
(30, 40, 17) -> 6
(30, 40, 18) -> 6
(30, 40, 19) -> 6
(30, 40, 20) -> 6
(30, 40, 21) -> 6
(30, 40, 22) -> 6
(30, 40, 23) -> 6
(30, 45, 0) -> 7
(30, 45, 1) -> 7
(30, 45, 2) -> 7
(30, 45, 3) -> 7
(30, 45, 4) -> 7
(30, 45, 5) -> 7
(30, 45, 6) -> 7
(30, 45, 7) -> 7
(30, 45, 8) -> 7
(30, 45, 9) -> 7
(30, 45, 10) -> 7
(30, 45, 11) -> 7
(30, 45, 12) -> 7
(30, 45, 13) -> 7
(30, 45, 14) -> 7
(30, 45, 15) -> 7
(30, 45, 16) -> 7
(30, 45, 17) -> 7
(30, 45, 18) -> 7
(30, 45, 19) -> 7
(30, 45, 20) -> 7
(30, 45, 21) -> 7
(30, 45, 22) -> 7
(30, 45, 23) -> 7
(30, 50, 0) -> 7
(30, 50, 1) -> 7
(30, 50, 2) -> 7
(30, 50, 3) -> 7
(30, 50, 4) -> 7
(30, 50, 5) -> 7
(30, 50, 6) -> 7
(30, 50, 7) -> 7
(30, 50, 8) -> 7
(30, 50, 9) -> 7
(30, 50, 10) -> 7
(30, 50, 11) -> 7
(30, 50, 12) -> 7
(30, 50, 13) -> 7
(30, 50, 14) -> 7
(30, 50, 15) -> 7
(30, 50, 16) -> 7
(30, 50, 17) -> 7
(30, 50, 18) -> 7
(30, 50, 19) -> 7
(30, 50, 20) -> 7
(30, 50, 21) -> 7
(30, 50, 22) -> 7
(30, 50, 23) -> 7
(30, 55, 0) -> 8
(30, 55, 1) -> 8
(30, 55, 2) -> 8
(30, 55, 3) -> 8
(30, 55, 4) -> 8
(30, 55, 5) -> 8
(30, 55, 6) -> 8
(30, 55, 7) -> 8
(30, 55, 8) -> 8
(30, 55, 9) -> 8
(30, 55, 10) -> 8
(30, 55, 11) -> 8
(30, 55, 12) -> 8
(30, 55, 13) -> 8
(30, 55, 14) -> 8
(30, 55, 15) -> 8
(30, 55, 16) -> 8
(30, 55, 17) -> 8
(30, 55, 18) -> 8
(30, 55, 19) -> 8
(30, 55, 20) -> 8
(30, 55, 21) -> 8
(30, 55, 22) -> 8
(30, 55, 23) -> 8
(30, 60, 0) -> 8
(30, 60, 1) -> 8
(30, 60, 2) -> 8
(30, 60, 3) -> 8
(30, 60, 4) -> 8
(30, 60, 5) -> 8
(30, 60, 6) -> 8
(30, 60, 7) -> 8
(30, 60, 8) -> 8
(30, 60, 9) -> 8
(30, 60, 10) -> 8
(30, 60, 11) -> 8
(30, 60, 12) -> 8
(30, 60, 13) -> 8
(30, 60, 14) -> 8
(30, 60, 15) -> 8
(30, 60, 16) -> 8
(30, 60, 17) -> 8
(30, 60, 18) -> 8
(30, 60, 19) -> 8
(30, 60, 20) -> 8
(30, 60, 21) -> 8
(30, 60, 22) -> 8
(30, 60, 23) -> 8
(30, 65, 0) -> 8
(30, 65, 1) -> 8
(30, 65, 2) -> 8
(30, 65, 3) -> 8
(30, 65, 4) -> 8
(30, 65, 5) -> 8
(30, 65, 6) -> 8
(30, 65, 7) -> 8
(30, 65, 8) -> 8
(30, 65, 9) -> 8
(30, 65, 10) -> 8
(30, 65, 11) -> 8
(30, 65, 12) -> 8
(30, 65, 13) -> 8
(30, 65, 14) -> 8
(30, 65, 15) -> 8
(30, 65, 16) -> 8
(30, 65, 17) -> 8
(30, 65, 18) -> 8
(30, 65, 19) -> 8
(30, 65, 20) -> 8
(30, 65, 21) -> 8
(30, 65, 22) -> 8
(30, 65, 23) -> 8
(30, 70, 0) -> 9
(30, 70, 1) -> 9
(30, 70, 2) -> 9
(30, 70, 3) -> 9
(30, 70, 4) -> 9
(30, 70, 5) -> 9
(30, 70, 6) -> 9
(30, 70, 7) -> 9
(30, 70, 8) -> 9
(30, 70, 9) -> 9
(30, 70, 10) -> 9
(30, 70, 11) -> 9
(30, 70, 12) -> 9
(30, 70, 13) -> 9
(30, 70, 14) -> 9
(30, 70, 15) -> 9
(30, 70, 16) -> 9
(30, 70, 17) -> 9
(30, 70, 18) -> 9
(30, 70, 19) -> 9
(30, 70, 20) -> 9
(30, 70, 21) -> 9
(30, 70, 22) -> 9
(30, 70, 23) -> 9
(30, 75, 0) -> 10
(30, 75, 1) -> 10
(30, 75, 2) -> 10
(30, 75, 3) -> 10
(30, 75, 4) -> 10
(30, 75, 5) -> 10
(30, 75, 6) -> 10
(30, 75, 7) -> 10
(30, 75, 8) -> 10
(30, 75, 9) -> 10
(30, 75, 10) -> 10
(30, 75, 11) -> 10
(30, 75, 12) -> 10
(30, 75, 13) -> 10
(30, 75, 14) -> 10
(30, 75, 15) -> 10
(30, 75, 16) -> 10
(30, 75, 17) -> 10
(30, 75, 18) -> 10
(30, 75, 19) -> 10
(30, 75, 20) -> 10
(30, 75, 21) -> 10
(30, 75, 22) -> 10
(30, 75, 23) -> 10
(30, 80, 0) -> 10
(30, 80, 1) -> 10
(30, 80, 2) -> 10
(30, 80, 3) -> 10
(30, 80, 4) -> 10
(30, 80, 5) -> 10
(30, 80, 6) -> 10
(30, 80, 7) -> 10
(30, 80, 8) -> 10
(30, 80, 9) -> 10
(30, 80, 10) -> 10
(30, 80, 11) -> 10
(30, 80, 12) -> 10
(30, 80, 13) -> 10
(30, 80, 14) -> 10
(30, 80, 15) -> 10
(30, 80, 16) -> 10
(30, 80, 17) -> 10
(30, 80, 18) -> 10
(30, 80, 19) -> 10
(30, 80, 20) -> 10
(30, 80, 21) -> 10
(30, 80, 22) -> 10
(30, 80, 23) -> 10
(30, 85, 0) -> 11
(30, 85, 1) -> 11
(30, 85, 2) -> 11
(30, 85, 3) -> 11
(30, 85, 4) -> 11
(30, 85, 5) -> 11
(30, 85, 6) -> 11
(30, 85, 7) -> 11
(30, 85, 8) -> 11
(30, 85, 9) -> 11
(30, 85, 10) -> 11
(30, 85, 11) -> 11
(30, 85, 12) -> 11
(30, 85, 13) -> 11
(30, 85, 14) -> 11
(30, 85, 15) -> 11
(30, 85, 16) -> 11
(30, 85, 17) -> 11
(30, 85, 18) -> 11
(30, 85, 19) -> 11
(30, 85, 20) -> 11
(30, 85, 21) -> 11
(30, 85, 22) -> 11
(30, 85, 23) -> 11
(30, 90, 0) -> 12
(30, 90, 1) -> 12
(30, 90, 2) -> 12
(30, 90, 3) -> 12
(30, 90, 4) -> 12
(30, 90, 5) -> 12
(30, 90, 6) -> 12
(30, 90, 7) -> 12
(30, 90, 8) -> 12
(30, 90, 9) -> 12
(30, 90, 10) -> 12
(30, 90, 11) -> 12
(30, 90, 12) -> 12
(30, 90, 13) -> 12
(30, 90, 14) -> 12
(30, 90, 15) -> 12
(30, 90, 16) -> 12
(30, 90, 17) -> 12
(30, 90, 18) -> 12
(30, 90, 19) -> 12
(30, 90, 20) -> 12
(30, 90, 21) -> 12
(30, 90, 22) -> 12
(30, 90, 23) -> 12
(30, 95, 0) -> 12
(30, 95, 1) -> 12
(30, 95, 2) -> 12
(30, 95, 3) -> 12
(30, 95, 4) -> 12
(30, 95, 5) -> 12
(30, 95, 6) -> 12
(30, 95, 7) -> 12
(30, 95, 8) -> 12
(30, 95, 9) -> 12
(30, 95, 10) -> 12
(30, 95, 11) -> 12
(30, 95, 12) -> 12
(30, 95, 13) -> 12
(30, 95, 14) -> 12
(30, 95, 15) -> 12
(30, 95, 16) -> 12
(30, 95, 17) -> 12
(30, 95, 18) -> 12
(30, 95, 19) -> 12
(30, 95, 20) -> 12
(30, 95, 21) -> 12
(30, 95, 22) -> 12
(30, 95, 23) -> 12
(30, 100, 0) -> 13
(30, 100, 1) -> 13
(30, 100, 2) -> 13
(30, 100, 3) -> 13
(30, 100, 4) -> 13
(30, 100, 5) -> 13
(30, 100, 6) -> 13
(30, 100, 7) -> 13
(30, 100, 8) -> 13
(30, 100, 9) -> 13
(30, 100, 10) -> 13
(30, 100, 11) -> 13
(30, 100, 12) -> 13
(30, 100, 13) -> 13
(30, 100, 14) -> 13
(30, 100, 15) -> 13
(30, 100, 16) -> 13
(30, 100, 17) -> 13
(30, 100, 18) -> 13
(30, 100, 19) -> 13
(30, 100, 20) -> 13
(30, 100, 21) -> 13
(30, 100, 22) -> 13
(30, 100, 23) -> 13
(35, 0, 0) -> 1
(35, 0, 1) -> 1
(35, 0, 2) -> 1
(35, 0, 3) -> 1
(35, 0, 4) -> 1
(35, 0, 5) -> 1
(35, 0, 6) -> 1
(35, 0, 7) -> 1
(35, 0, 8) -> 1
(35, 0, 9) -> 1
(35, 0, 10) -> 1
(35, 0, 11) -> 1
(35, 0, 12) -> 1
(35, 0, 13) -> 1
(35, 0, 14) -> 1
(35, 0, 15) -> 1
(35, 0, 16) -> 1
(35, 0, 17) -> 1
(35, 0, 18) -> 1
(35, 0, 19) -> 1
(35, 0, 20) -> 1
(35, 0, 21) -> 1
(35, 0, 22) -> 1
(35, 0, 23) -> 1
(35, 5, 0) -> 1
(35, 5, 1) -> 1
(35, 5, 2) -> 1
(35, 5, 3) -> 1
(35, 5, 4) -> 1
(35, 5, 5) -> 1
(35, 5, 6) -> 1
(35, 5, 7) -> 1
(35, 5, 8) -> 1
(35, 5, 9) -> 1
(35, 5, 10) -> 1
(35, 5, 11) -> 1
(35, 5, 12) -> 1
(35, 5, 13) -> 1
(35, 5, 14) -> 1
(35, 5, 15) -> 1
(35, 5, 16) -> 1
(35, 5, 17) -> 1
(35, 5, 18) -> 1
(35, 5, 19) -> 1
(35, 5, 20) -> 1
(35, 5, 21) -> 1
(35, 5, 22) -> 1
(35, 5, 23) -> 1
(35, 10, 0) -> 2
(35, 10, 1) -> 2
(35, 10, 2) -> 2
(35, 10, 3) -> 2
(35, 10, 4) -> 2
(35, 10, 5) -> 2
(35, 10, 6) -> 2
(35, 10, 7) -> 2
(35, 10, 8) -> 2
(35, 10, 9) -> 2
(35, 10, 10) -> 2
(35, 10, 11) -> 2
(35, 10, 12) -> 2
(35, 10, 13) -> 2
(35, 10, 14) -> 2
(35, 10, 15) -> 2
(35, 10, 16) -> 2
(35, 10, 17) -> 2
(35, 10, 18) -> 2
(35, 10, 19) -> 2
(35, 10, 20) -> 2
(35, 10, 21) -> 2
(35, 10, 22) -> 2
(35, 10, 23) -> 2
(35, 15, 0) -> 2
(35, 15, 1) -> 2
(35, 15, 2) -> 2
(35, 15, 3) -> 2
(35, 15, 4) -> 2
(35, 15, 5) -> 2
(35, 15, 6) -> 2
(35, 15, 7) -> 2
(35, 15, 8) -> 2
(35, 15, 9) -> 2
(35, 15, 10) -> 2
(35, 15, 11) -> 2
(35, 15, 12) -> 2
(35, 15, 13) -> 2
(35, 15, 14) -> 2
(35, 15, 15) -> 2
(35, 15, 16) -> 2
(35, 15, 17) -> 2
(35, 15, 18) -> 2
(35, 15, 19) -> 2
(35, 15, 20) -> 2
(35, 15, 21) -> 2
(35, 15, 22) -> 2
(35, 15, 23) -> 2
(35, 20, 0) -> 3
(35, 20, 1) -> 3
(35, 20, 2) -> 3
(35, 20, 3) -> 3
(35, 20, 4) -> 3
(35, 20, 5) -> 3
(35, 20, 6) -> 3
(35, 20, 7) -> 3
(35, 20, 8) -> 3
(35, 20, 9) -> 3
(35, 20, 10) -> 3
(35, 20, 11) -> 3
(35, 20, 12) -> 3
(35, 20, 13) -> 3
(35, 20, 14) -> 3
(35, 20, 15) -> 3
(35, 20, 16) -> 3
(35, 20, 17) -> 3
(35, 20, 18) -> 3
(35, 20, 19) -> 3
(35, 20, 20) -> 3
(35, 20, 21) -> 3
(35, 20, 22) -> 3
(35, 20, 23) -> 3
(35, 25, 0) -> 4
(35, 25, 1) -> 4
(35, 25, 2) -> 4
(35, 25, 3) -> 4
(35, 25, 4) -> 4
(35, 25, 5) -> 4
(35, 25, 6) -> 4
(35, 25, 7) -> 4
(35, 25, 8) -> 4
(35, 25, 9) -> 4
(35, 25, 10) -> 4
(35, 25, 11) -> 4
(35, 25, 12) -> 4
(35, 25, 13) -> 4
(35, 25, 14) -> 4
(35, 25, 15) -> 4
(35, 25, 16) -> 4
(35, 25, 17) -> 4
(35, 25, 18) -> 4
(35, 25, 19) -> 4
(35, 25, 20) -> 4
(35, 25, 21) -> 4
(35, 25, 22) -> 4
(35, 25, 23) -> 4
(35, 30, 0) -> 4
(35, 30, 1) -> 4
(35, 30, 2) -> 4
(35, 30, 3) -> 4
(35, 30, 4) -> 4
(35, 30, 5) -> 4
(35, 30, 6) -> 4
(35, 30, 7) -> 4
(35, 30, 8) -> 4
(35, 30, 9) -> 4
(35, 30, 10) -> 4
(35, 30, 11) -> 4
(35, 30, 12) -> 4
(35, 30, 13) -> 4
(35, 30, 14) -> 4
(35, 30, 15) -> 4
(35, 30, 16) -> 4
(35, 30, 17) -> 4
(35, 30, 18) -> 4
(35, 30, 19) -> 4
(35, 30, 20) -> 4
(35, 30, 21) -> 4
(35, 30, 22) -> 4
(35, 30, 23) -> 4
(35, 35, 0) -> 5
(35, 35, 1) -> 5
(35, 35, 2) -> 5
(35, 35, 3) -> 5
(35, 35, 4) -> 5
(35, 35, 5) -> 5
(35, 35, 6) -> 5
(35, 35, 7) -> 5
(35, 35, 8) -> 5
(35, 35, 9) -> 5
(35, 35, 10) -> 5
(35, 35, 11) -> 5
(35, 35, 12) -> 5
(35, 35, 13) -> 5
(35, 35, 14) -> 5
(35, 35, 15) -> 5
(35, 35, 16) -> 5
(35, 35, 17) -> 5
(35, 35, 18) -> 5
(35, 35, 19) -> 5
(35, 35, 20) -> 5
(35, 35, 21) -> 5
(35, 35, 22) -> 5
(35, 35, 23) -> 5
(35, 40, 0) -> 6
(35, 40, 1) -> 6
(35, 40, 2) -> 6
(35, 40, 3) -> 6
(35, 40, 4) -> 6
(35, 40, 5) -> 6
(35, 40, 6) -> 6
(35, 40, 7) -> 6
(35, 40, 8) -> 6
(35, 40, 9) -> 6
(35, 40, 10) -> 6
(35, 40, 11) -> 6
(35, 40, 12) -> 6
(35, 40, 13) -> 6
(35, 40, 14) -> 6
(35, 40, 15) -> 6
(35, 40, 16) -> 6
(35, 40, 17) -> 6
(35, 40, 18) -> 6
(35, 40, 19) -> 6
(35, 40, 20) -> 6
(35, 40, 21) -> 6
(35, 40, 22) -> 6
(35, 40, 23) -> 6
(35, 45, 0) -> 7
(35, 45, 1) -> 7
(35, 45, 2) -> 7
(35, 45, 3) -> 7
(35, 45, 4) -> 7
(35, 45, 5) -> 7
(35, 45, 6) -> 7
(35, 45, 7) -> 7
(35, 45, 8) -> 7
(35, 45, 9) -> 7
(35, 45, 10) -> 7
(35, 45, 11) -> 7
(35, 45, 12) -> 7
(35, 45, 13) -> 7
(35, 45, 14) -> 7
(35, 45, 15) -> 7
(35, 45, 16) -> 7
(35, 45, 17) -> 7
(35, 45, 18) -> 7
(35, 45, 19) -> 7
(35, 45, 20) -> 7
(35, 45, 21) -> 7
(35, 45, 22) -> 7
(35, 45, 23) -> 7
(35, 50, 0) -> 7
(35, 50, 1) -> 7
(35, 50, 2) -> 7
(35, 50, 3) -> 7
(35, 50, 4) -> 7
(35, 50, 5) -> 7
(35, 50, 6) -> 7
(35, 50, 7) -> 7
(35, 50, 8) -> 7
(35, 50, 9) -> 7
(35, 50, 10) -> 7
(35, 50, 11) -> 7
(35, 50, 12) -> 7
(35, 50, 13) -> 7
(35, 50, 14) -> 7
(35, 50, 15) -> 7
(35, 50, 16) -> 7
(35, 50, 17) -> 7
(35, 50, 18) -> 7
(35, 50, 19) -> 7
(35, 50, 20) -> 7
(35, 50, 21) -> 7
(35, 50, 22) -> 7
(35, 50, 23) -> 7
(35, 55, 0) -> 8
(35, 55, 1) -> 8
(35, 55, 2) -> 8
(35, 55, 3) -> 8
(35, 55, 4) -> 8
(35, 55, 5) -> 8
(35, 55, 6) -> 8
(35, 55, 7) -> 8
(35, 55, 8) -> 8
(35, 55, 9) -> 8
(35, 55, 10) -> 8
(35, 55, 11) -> 8
(35, 55, 12) -> 8
(35, 55, 13) -> 8
(35, 55, 14) -> 8
(35, 55, 15) -> 8
(35, 55, 16) -> 8
(35, 55, 17) -> 8
(35, 55, 18) -> 8
(35, 55, 19) -> 8
(35, 55, 20) -> 8
(35, 55, 21) -> 8
(35, 55, 22) -> 8
(35, 55, 23) -> 8
(35, 60, 0) -> 8
(35, 60, 1) -> 8
(35, 60, 2) -> 8
(35, 60, 3) -> 8
(35, 60, 4) -> 8
(35, 60, 5) -> 8
(35, 60, 6) -> 8
(35, 60, 7) -> 8
(35, 60, 8) -> 8
(35, 60, 9) -> 8
